comment_id,hate_speech_score,ordinal_label,fold
31815,-1.29,supportive,2.0
19796,-3.9,supportive,4.0
39362,-0.05,neutral,2.0
32693,-4.49,supportive,1.0
47614,-0.05,neutral,0.0
28575,-2.77,supportive,4.0
26593,-0.06,neutral,0.0
32778,-0.69,neutral,4.0
32249,1.38,hate,0.0
35257,-3.76,supportive,0.0
7958,-4.86,supportive,4.0
16205,-5.51,supportive,0.0
20707,-4.96,supportive,2.0
12805,-1.05,supportive,0.0
6828,-0.9,neutral,0.0
23907,-2.69,supportive,2.0
44612,-0.51,neutral,2.0
19473,-3.96,supportive,2.0
13437,-0.44,neutral,4.0
17078,-0.88,neutral,1.0
28168,1.6,hate,2.0
7244,-1.03,supportive,1.0
8950,-0.41,neutral,4.0
9552,-2.4,supportive,2.0
34189,-2.37,supportive,0.0
27897,-0.23,neutral,3.0
295,-0.47,neutral,4.0
27527,-1.06,supportive,3.0
5505,-0.76,neutral,3.0
20047,2.73,hate,1.0
20045,2.27,hate,4.0
20068,2.66,hate,4.0
20057,2.97,hate,4.0
20002,3.91,hate,3.0
20070,0.14,neutral,0.0
20023,3.53,hate,2.0
20011,3.62,hate,0.0
20004,2.1,hate,2.0
20013,1.57,hate,3.0
20019,2.01,hate,3.0
20020,1.63,hate,1.0
20017,1.47,hate,3.0
20018,1.27,hate,1.0
20016,2.36,hate,0.0
20026,1.32,hate,1.0
20033,1.79,hate,3.0
20043,0.46,neutral,3.0
20041,-0.23,neutral,0.0
20029,1.52,hate,2.0
20050,-0.92,neutral,0.0
20051,-0.87,neutral,0.0
20055,-2.77,supportive,0.0
20048,-2.36,supportive,4.0
20058,-2.61,supportive,0.0
20061,-3.98,supportive,0.0
20064,-4.41,supportive,1.0
20062,-5.43,supportive,2.0
20067,-4.86,supportive,0.0
